sun,wind,humidity,season,time,temp,travel,tennis
sunny,windy,humid,fall,AM,90.18,18,tennis
not sunny,not windy,humid,fall,PM,77.52,8,no tennis
sunny,not windy,humid,summer,PM,61.75,10,no tennis
not sunny,windy,not humid,summer,AM,84.03,3,tennis
not sunny,not windy,not humid,fall,PM,94.97,30,no tennis
not sunny,not windy,humid,summer,PM,67.15,4,no tennis
not sunny,windy,not humid,summer,PM,65.14,17,no tennis
not sunny,not windy,humid,fall,PM,50.07,14,no tennis
sunny,windy,humid,fall,AM,94.16,26,no tennis
not sunny,windy,not humid,fall,PM,98.52,19,tennis
sunny,not windy,humid,summer,PM,93.03,23,tennis
sunny,not windy,humid,fall,AM,67.25,19,tennis
sunny,windy,not humid,summer,PM,72.55,23,tennis
sunny,not windy,humid,summer,AM,72.97,16,no tennis
sunny,not windy,humid,summer,AM,74.51,27,tennis
sunny,not windy,not humid,summer,PM,72.04,30,no tennis
not sunny,windy,not humid,summer,PM,88.64,14,no tennis
not sunny,windy,humid,summer,AM,84.62,4,tennis
not sunny,windy,not humid,summer,PM,96.52,6,no tennis
sunny,windy,humid,summer,AM,53.13,14,no tennis
not sunny,windy,not humid,fall,PM,51.04,11,no tennis
sunny,not windy,humid,fall,AM,62.77,21,no tennis
sunny,not windy,not humid,fall,AM,96.75,24,tennis
not sunny,windy,not humid,summer,PM,74.63,30,no tennis
not sunny,not windy,not humid,fall,AM,59.13,29,tennis
not sunny,windy,not humid,fall,AM,70.12,2,no tennis
not sunny,windy,humid,fall,AM,86.2,7,no tennis
sunny,not windy,humid,fall,PM,74.85,0,no tennis
sunny,not windy,not humid,summer,AM,66.4,26,tennis
sunny,windy,humid,fall,PM,74.53,26,tennis
not sunny,not windy,humid,fall,AM,90.99,25,no tennis
sunny,not windy,not humid,fall,AM,79.95,5,tennis
not sunny,not windy,humid,fall,AM,92.11,10,tennis
sunny,not windy,humid,fall,PM,74.48,29,tennis
not sunny,not windy,humid,summer,PM,53.24,23,tennis
not sunny,windy,not humid,summer,AM,76.31,5,no tennis
not sunny,not windy,not humid,fall,AM,60.26,20,tennis
sunny,not windy,humid,summer,AM,53.55,20,no tennis
sunny,windy,humid,summer,PM,62.12,22,tennis
not sunny,not windy,humid,fall,AM,78.84,4,no tennis
sunny,not windy,humid,summer,PM,83.91,21,tennis
not sunny,not windy,humid,summer,AM,67.33,23,no tennis
sunny,not windy,humid,summer,PM,55.91,3,no tennis
sunny,not windy,humid,fall,PM,57.38,9,tennis
not sunny,windy,humid,fall,AM,66.92,27,tennis
sunny,windy,not humid,fall,PM,97.99,19,tennis
not sunny,not windy,humid,summer,AM,50.82,10,no tennis
sunny,not windy,humid,summer,PM,91.08,10,no tennis
sunny,not windy,not humid,summer,AM,67.25,10,tennis
sunny,windy,not humid,summer,PM,87.1,9,no tennis
sunny,windy,humid,summer,PM,53.38,25,tennis
not sunny,windy,humid,summer,PM,80.2,6,no tennis
not sunny,windy,humid,summer,AM,95.25,3,no tennis
sunny,windy,not humid,summer,PM,62.91,16,tennis
not sunny,windy,not humid,summer,PM,50.59,29,no tennis
sunny,windy,not humid,summer,PM,94.83,17,no tennis
sunny,windy,not humid,fall,PM,85.11,11,no tennis
not sunny,windy,not humid,summer,AM,60.99,24,no tennis
sunny,windy,not humid,summer,PM,76.0,3,no tennis
not sunny,windy,humid,summer,PM,75.78,15,tennis
sunny,windy,humid,summer,PM,52.94,19,no tennis
sunny,windy,humid,summer,PM,95.72,18,no tennis
sunny,windy,humid,summer,PM,54.59,7,tennis
sunny,windy,humid,summer,AM,54.64,28,tennis
not sunny,windy,not humid,fall,AM,61.01,25,no tennis
sunny,not windy,humid,summer,PM,51.0,12,tennis
not sunny,windy,not humid,fall,PM,74.73,9,tennis
sunny,not windy,not humid,summer,PM,67.98,7,no tennis
sunny,windy,humid,summer,PM,64.57,26,tennis
not sunny,windy,humid,summer,PM,98.04,12,no tennis
not sunny,not windy,not humid,summer,PM,96.53,28,tennis
sunny,not windy,humid,summer,PM,60.56,10,tennis
sunny,not windy,not humid,summer,PM,64.08,25,tennis
sunny,windy,not humid,summer,PM,95.94,22,tennis
sunny,not windy,not humid,fall,PM,76.84,28,tennis
sunny,not windy,not humid,fall,PM,83.09,9,no tennis
sunny,not windy,not humid,summer,AM,99.63,7,no tennis
sunny,not windy,humid,fall,PM,61.32,3,tennis
not sunny,not windy,humid,summer,PM,75.5,30,tennis
sunny,not windy,not humid,summer,AM,96.09,14,tennis
sunny,not windy,not humid,fall,PM,61.21,20,tennis
not sunny,not windy,humid,fall,PM,56.03,3,no tennis
sunny,windy,not humid,fall,PM,86.4,14,no tennis
sunny,windy,humid,summer,PM,90.13,13,no tennis
sunny,not windy,not humid,summer,PM,81.16,30,tennis
sunny,windy,humid,summer,PM,91.89,22,tennis
not sunny,not windy,humid,summer,PM,86.02,23,tennis
sunny,not windy,not humid,summer,PM,59.24,12,no tennis
not sunny,windy,humid,summer,AM,58.61,11,no tennis
sunny,windy,humid,fall,PM,84.73,11,no tennis
not sunny,not windy,humid,fall,PM,99.55,7,tennis
sunny,not windy,humid,summer,AM,50.71,0,no tennis
sunny,windy,not humid,fall,PM,71.51,7,tennis
sunny,not windy,humid,summer,AM,52.47,26,tennis
not sunny,not windy,humid,fall,PM,58.95,12,no tennis
not sunny,windy,humid,fall,PM,78.39,27,tennis
sunny,not windy,humid,summer,PM,71.5,12,no tennis
sunny,not windy,not humid,fall,PM,61.52,19,no tennis
sunny,not windy,not humid,summer,AM,77.71,16,tennis
sunny,windy,humid,fall,AM,74.27,7,no tennis
not sunny,windy,not humid,fall,AM,95.85,24,no tennis
not sunny,not windy,not humid,summer,AM,96.11,22,no tennis
not sunny,not windy,humid,summer,AM,66.12,27,no tennis
not sunny,windy,not humid,fall,AM,94.6,29,tennis
not sunny,not windy,humid,fall,AM,77.0,0,no tennis
sunny,not windy,not humid,fall,AM,86.71,10,no tennis
sunny,not windy,not humid,summer,PM,58.43,20,no tennis
not sunny,not windy,humid,summer,PM,87.15,15,no tennis
not sunny,not windy,humid,summer,AM,93.01,1,tennis
not sunny,windy,humid,summer,AM,96.43,21,no tennis
not sunny,windy,humid,fall,PM,80.09,14,no tennis
sunny,windy,humid,fall,AM,80.44,16,no tennis
sunny,not windy,humid,fall,AM,57.15,18,tennis
sunny,not windy,humid,summer,PM,58.28,16,no tennis
sunny,not windy,not humid,fall,AM,67.66,23,tennis
sunny,not windy,humid,fall,PM,82.55,5,tennis
sunny,windy,not humid,fall,AM,77.75,22,no tennis
sunny,windy,humid,summer,AM,71.74,28,no tennis
not sunny,windy,humid,summer,AM,52.4,17,tennis
sunny,windy,not humid,summer,PM,53.19,7,tennis
not sunny,windy,not humid,summer,PM,64.1,9,no tennis
not sunny,windy,not humid,summer,AM,77.12,25,tennis
sunny,not windy,humid,summer,AM,67.33,14,tennis
sunny,not windy,humid,fall,PM,78.16,25,tennis
not sunny,windy,not humid,summer,AM,57.71,15,no tennis
sunny,not windy,not humid,fall,PM,89.08,26,tennis
sunny,not windy,not humid,fall,AM,96.15,0,tennis
not sunny,windy,humid,fall,PM,89.41,20,no tennis
not sunny,not windy,not humid,summer,PM,60.05,28,no tennis
sunny,windy,humid,summer,PM,58.76,24,tennis
not sunny,windy,not humid,summer,PM,72.37,24,tennis
not sunny,windy,humid,summer,PM,60.12,28,no tennis
not sunny,windy,not humid,fall,AM,77.59,15,no tennis
not sunny,not windy,not humid,fall,PM,74.81,11,no tennis
sunny,windy,humid,summer,PM,99.76,17,no tennis
not sunny,windy,not humid,summer,AM,64.1,7,no tennis
not sunny,not windy,not humid,fall,AM,78.7,17,tennis
not sunny,windy,humid,fall,AM,88.57,0,tennis
sunny,windy,humid,summer,AM,94.22,13,tennis
not sunny,windy,not humid,fall,AM,81.65,28,tennis
sunny,not windy,not humid,summer,PM,50.47,3,tennis
not sunny,windy,humid,fall,AM,53.01,30,tennis
sunny,windy,not humid,summer,PM,50.92,13,tennis
not sunny,not windy,humid,fall,PM,86.74,10,tennis
not sunny,windy,humid,fall,PM,79.49,18,tennis
not sunny,windy,humid,summer,PM,68.72,14,tennis
not sunny,not windy,humid,summer,AM,60.74,15,no tennis
not sunny,not windy,humid,fall,PM,68.21,10,tennis
not sunny,windy,not humid,fall,AM,96.49,10,no tennis
sunny,windy,not humid,summer,PM,97.95,7,no tennis
sunny,not windy,humid,summer,PM,96.03,28,no tennis
sunny,windy,not humid,fall,PM,50.56,29,tennis
not sunny,not windy,not humid,fall,AM,56.04,11,no tennis
sunny,not windy,not humid,summer,AM,77.35,13,tennis
not sunny,windy,not humid,fall,AM,73.0,14,no tennis
sunny,windy,humid,summer,AM,99.03,27,tennis
not sunny,windy,humid,fall,PM,81.41,13,no tennis
sunny,windy,not humid,fall,PM,64.24,22,tennis
not sunny,not windy,not humid,summer,AM,81.88,19,tennis
not sunny,not windy,not humid,fall,AM,72.0,23,no tennis
sunny,not windy,not humid,summer,AM,64.49,9,tennis
not sunny,windy,not humid,fall,PM,83.76,28,tennis
not sunny,windy,humid,summer,AM,94.65,13,no tennis
sunny,windy,humid,summer,PM,90.58,1,tennis
not sunny,windy,not humid,summer,AM,53.39,15,no tennis
sunny,windy,humid,fall,AM,68.27,26,no tennis
not sunny,windy,humid,summer,PM,86.95,4,no tennis
not sunny,windy,humid,fall,AM,84.9,12,no tennis
not sunny,not windy,humid,summer,AM,60.19,17,no tennis
not sunny,windy,humid,summer,AM,72.96,9,no tennis
not sunny,windy,humid,summer,PM,77.56,17,tennis
not sunny,windy,not humid,summer,AM,60.75,5,tennis
sunny,not windy,humid,summer,AM,69.17,27,no tennis
sunny,windy,not humid,summer,PM,68.1,18,no tennis
sunny,not windy,humid,summer,AM,55.71,6,tennis
not sunny,windy,humid,summer,AM,92.04,15,tennis
not sunny,not windy,humid,summer,PM,60.07,15,tennis
not sunny,windy,humid,summer,PM,85.68,30,no tennis
not sunny,not windy,humid,fall,AM,69.46,26,no tennis
sunny,windy,humid,summer,PM,98.22,7,tennis
sunny,not windy,not humid,summer,AM,72.68,21,tennis
not sunny,not windy,not humid,fall,PM,76.14,24,no tennis
not sunny,not windy,humid,summer,PM,77.65,12,tennis
sunny,windy,humid,fall,PM,62.11,15,tennis
not sunny,windy,not humid,summer,AM,76.4,11,tennis
not sunny,not windy,not humid,fall,AM,50.55,9,no tennis
not sunny,windy,not humid,summer,AM,76.44,29,no tennis
sunny,windy,not humid,fall,AM,95.01,6,no tennis
sunny,windy,not humid,fall,PM,96.86,7,tennis
sunny,windy,humid,summer,PM,95.38,19,tennis
sunny,windy,humid,fall,AM,94.59,28,tennis
sunny,windy,humid,fall,AM,91.78,8,tennis
sunny,not windy,not humid,summer,AM,52.9,14,tennis
not sunny,not windy,not humid,fall,PM,93.54,2,no tennis
not sunny,windy,humid,summer,AM,77.24,30,no tennis
sunny,windy,not humid,summer,PM,89.42,15,tennis
sunny,not windy,not humid,summer,AM,80.54,13,tennis
not sunny,windy,humid,summer,PM,93.31,26,no tennis
not sunny,windy,not humid,fall,AM,60.66,18,no tennis
sunny,windy,not humid,summer,AM,75.13,5,tennis
not sunny,windy,humid,fall,AM,64.76,10,no tennis
sunny,not windy,humid,fall,AM,88.69,12,no tennis
sunny,windy,not humid,fall,AM,72.11,6,no tennis
sunny,not windy,not humid,fall,AM,76.5,24,tennis
sunny,not windy,humid,summer,PM,58.27,8,tennis
sunny,not windy,not humid,fall,PM,55.63,24,no tennis
sunny,windy,humid,summer,AM,98.31,12,no tennis
sunny,windy,humid,fall,PM,82.94,28,no tennis
not sunny,windy,humid,summer,AM,93.08,11,no tennis
not sunny,not windy,humid,fall,AM,97.3,4,no tennis
sunny,not windy,not humid,summer,PM,74.87,13,no tennis
not sunny,windy,humid,summer,AM,60.85,26,no tennis
sunny,windy,humid,fall,PM,76.4,17,tennis
not sunny,windy,not humid,summer,PM,50.23,16,tennis
sunny,windy,humid,fall,PM,56.8,10,tennis
sunny,windy,humid,fall,AM,85.5,11,no tennis
not sunny,not windy,humid,summer,PM,57.64,17,no tennis
sunny,not windy,not humid,summer,AM,87.35,25,tennis
not sunny,not windy,humid,fall,PM,76.14,25,no tennis
sunny,windy,not humid,summer,PM,87.83,9,tennis
sunny,windy,not humid,summer,PM,86.68,29,tennis
not sunny,not windy,humid,fall,PM,93.15,2,no tennis
sunny,not windy,not humid,fall,AM,79.4,11,no tennis
not sunny,not windy,humid,fall,AM,60.3,11,no tennis
not sunny,windy,humid,fall,AM,65.71,9,no tennis
not sunny,windy,humid,fall,AM,93.87,28,tennis
not sunny,windy,not humid,summer,AM,68.41,1,tennis
not sunny,not windy,humid,fall,AM,57.47,22,no tennis
not sunny,windy,not humid,summer,AM,63.04,8,no tennis
sunny,windy,humid,fall,AM,80.81,16,no tennis
sunny,windy,humid,summer,PM,95.97,13,no tennis
not sunny,not windy,not humid,fall,AM,50.17,12,tennis
not sunny,windy,humid,summer,PM,74.72,4,tennis
not sunny,windy,humid,summer,AM,55.65,3,tennis
not sunny,not windy,humid,fall,AM,50.36,25,tennis
not sunny,not windy,humid,fall,AM,53.19,23,no tennis
not sunny,not windy,humid,fall,PM,76.67,12,no tennis
not sunny,windy,not humid,summer,PM,88.79,1,no tennis
sunny,not windy,humid,summer,PM,69.47,18,no tennis
not sunny,windy,humid,summer,AM,60.07,24,no tennis
not sunny,not windy,not humid,summer,PM,92.73,24,no tennis
not sunny,windy,humid,summer,PM,62.56,21,tennis
not sunny,windy,not humid,summer,PM,62.27,4,no tennis
not sunny,windy,not humid,fall,PM,81.49,15,no tennis
sunny,not windy,not humid,fall,AM,65.2,17,no tennis
sunny,windy,humid,summer,PM,96.61,21,tennis
sunny,not windy,not humid,fall,AM,72.3,26,tennis
sunny,not windy,humid,summer,AM,70.02,5,no tennis
not sunny,not windy,humid,summer,PM,54.79,15,tennis
not sunny,windy,humid,summer,PM,57.87,24,no tennis
not sunny,not windy,not humid,fall,PM,59.75,7,no tennis
not sunny,not windy,humid,summer,PM,50.48,30,no tennis
not sunny,not windy,humid,fall,AM,88.06,15,no tennis
not sunny,windy,not humid,summer,AM,67.33,5,no tennis
sunny,not windy,humid,summer,AM,56.03,28,tennis
sunny,windy,humid,fall,PM,64.87,9,tennis
not sunny,windy,humid,summer,PM,75.93,21,no tennis
sunny,not windy,not humid,summer,AM,58.73,26,tennis
not sunny,not windy,humid,summer,PM,98.55,13,no tennis
not sunny,not windy,not humid,fall,AM,56.7,14,no tennis
not sunny,windy,humid,summer,PM,68.63,10,tennis
sunny,not windy,humid,summer,PM,63.5,5,tennis
not sunny,not windy,not humid,summer,AM,91.93,12,tennis
sunny,windy,not humid,summer,AM,64.57,5,tennis
not sunny,not windy,humid,fall,PM,84.3,16,no tennis
sunny,not windy,humid,summer,AM,92.51,4,tennis
sunny,windy,humid,summer,AM,98.46,15,tennis
not sunny,not windy,not humid,fall,AM,71.79,20,no tennis
sunny,windy,humid,summer,PM,63.45,22,tennis
not sunny,windy,not humid,fall,PM,99.6,18,no tennis
not sunny,not windy,humid,summer,AM,78.84,16,no tennis
sunny,not windy,not humid,summer,PM,55.57,27,no tennis
not sunny,not windy,humid,fall,PM,53.19,5,no tennis
sunny,not windy,not humid,summer,AM,90.92,1,tennis
sunny,windy,not humid,summer,PM,77.88,26,no tennis
sunny,windy,not humid,summer,AM,95.19,12,no tennis
not sunny,windy,not humid,summer,PM,64.17,12,no tennis
not sunny,windy,humid,summer,AM,93.84,4,tennis
not sunny,windy,humid,summer,PM,69.28,17,no tennis
not sunny,not windy,humid,summer,AM,68.85,16,no tennis
sunny,windy,not humid,fall,PM,53.03,1,tennis
not sunny,windy,not humid,fall,AM,51.32,17,no tennis
sunny,windy,not humid,summer,AM,67.49,20,tennis
sunny,not windy,humid,fall,PM,73.22,18,tennis
sunny,windy,not humid,fall,PM,78.97,18,tennis
not sunny,windy,not humid,summer,PM,85.67,22,tennis
not sunny,windy,not humid,summer,PM,86.49,16,tennis
not sunny,windy,humid,fall,AM,54.4,22,tennis
not sunny,not windy,humid,summer,PM,96.51,7,no tennis
sunny,not windy,not humid,summer,PM,94.63,14,tennis
sunny,windy,humid,summer,PM,59.72,4,tennis
not sunny,windy,humid,summer,AM,89.74,21,tennis
not sunny,windy,humid,summer,AM,73.58,19,tennis
not sunny,windy,humid,fall,AM,88.84,25,tennis
not sunny,not windy,not humid,fall,AM,77.29,13,no tennis
not sunny,windy,not humid,summer,AM,79.26,4,no tennis
sunny,not windy,humid,summer,AM,80.23,6,tennis
not sunny,windy,not humid,summer,AM,55.38,18,no tennis
sunny,windy,humid,fall,PM,96.94,13,no tennis
sunny,not windy,not humid,summer,AM,91.65,23,no tennis
sunny,not windy,humid,fall,AM,78.14,8,tennis
not sunny,not windy,humid,summer,AM,52.69,15,no tennis
not sunny,not windy,humid,summer,PM,67.88,10,tennis
not sunny,windy,not humid,fall,AM,92.8,11,tennis
not sunny,not windy,humid,fall,AM,61.75,10,tennis
not sunny,not windy,humid,fall,AM,86.05,19,no tennis
not sunny,windy,not humid,fall,PM,61.39,22,no tennis
sunny,not windy,not humid,fall,AM,64.02,18,no tennis
sunny,windy,humid,fall,AM,94.04,25,tennis
sunny,not windy,humid,fall,AM,62.07,19,no tennis
not sunny,not windy,not humid,fall,AM,69.34,30,tennis
sunny,windy,not humid,summer,PM,76.31,30,no tennis
sunny,not windy,not humid,fall,PM,80.25,17,tennis
not sunny,not windy,not humid,summer,AM,52.49,28,no tennis
sunny,windy,humid,summer,PM,59.69,12,tennis
not sunny,windy,not humid,summer,PM,50.04,11,no tennis
not sunny,not windy,not humid,fall,PM,90.76,2,tennis
not sunny,windy,humid,fall,AM,69.36,3,no tennis
sunny,windy,humid,fall,PM,50.98,18,tennis
sunny,windy,humid,fall,AM,60.81,14,no tennis
not sunny,not windy,not humid,fall,AM,72.93,0,tennis
sunny,not windy,humid,fall,AM,57.85,27,no tennis
sunny,not windy,not humid,summer,PM,82.24,10,no tennis
not sunny,not windy,humid,fall,AM,63.72,22,tennis
not sunny,not windy,humid,summer,AM,57.66,15,tennis
sunny,windy,humid,summer,AM,57.25,2,no tennis
not sunny,not windy,humid,summer,PM,70.1,8,no tennis
sunny,not windy,humid,summer,PM,83.0,23,tennis
not sunny,not windy,humid,fall,AM,83.93,18,no tennis
not sunny,windy,not humid,fall,AM,51.14,22,tennis
not sunny,not windy,humid,fall,PM,64.19,25,no tennis
sunny,not windy,not humid,summer,PM,69.32,6,no tennis
sunny,not windy,humid,summer,PM,50.73,22,no tennis
sunny,windy,not humid,fall,PM,70.3,16,no tennis
not sunny,not windy,humid,summer,PM,56.19,7,tennis
sunny,not windy,not humid,summer,AM,95.64,21,no tennis
not sunny,not windy,humid,fall,AM,70.89,28,tennis
sunny,not windy,humid,fall,AM,81.88,18,tennis
sunny,not windy,not humid,summer,PM,55.12,23,tennis
not sunny,windy,not humid,fall,PM,74.54,24,tennis
sunny,windy,humid,summer,PM,88.46,17,no tennis
sunny,windy,not humid,fall,AM,70.3,21,tennis
not sunny,not windy,humid,fall,AM,65.33,14,tennis
sunny,windy,not humid,summer,AM,64.54,28,tennis
not sunny,windy,humid,fall,AM,70.17,3,tennis
sunny,not windy,humid,fall,AM,79.85,15,no tennis
not sunny,not windy,not humid,fall,PM,98.66,9,no tennis
sunny,windy,not humid,fall,PM,69.79,24,tennis
not sunny,not windy,not humid,fall,PM,95.99,1,no tennis
sunny,not windy,not humid,summer,PM,66.57,9,no tennis
not sunny,windy,not humid,summer,AM,93.04,7,no tennis
not sunny,not windy,not humid,fall,PM,67.3,22,no tennis
sunny,windy,not humid,fall,PM,87.6,20,no tennis
sunny,not windy,not humid,summer,PM,73.5,30,no tennis
not sunny,not windy,humid,fall,AM,85.52,19,no tennis
sunny,not windy,humid,fall,AM,57.98,7,no tennis
sunny,not windy,humid,fall,AM,85.66,28,no tennis
sunny,windy,humid,fall,PM,71.68,5,tennis
not sunny,windy,humid,summer,PM,62.87,19,no tennis
not sunny,windy,not humid,summer,AM,88.37,1,no tennis
sunny,not windy,humid,summer,PM,52.69,8,no tennis
not sunny,windy,humid,summer,AM,68.38,5,tennis
not sunny,windy,not humid,summer,AM,56.45,9,no tennis
not sunny,not windy,humid,fall,PM,70.34,22,no tennis
sunny,not windy,not humid,summer,AM,72.79,19,tennis
sunny,not windy,humid,fall,AM,88.95,28,tennis
not sunny,not windy,not humid,summer,AM,56.42,8,no tennis
sunny,windy,not humid,summer,PM,56.58,8,no tennis
sunny,windy,humid,fall,PM,61.77,12,no tennis
sunny,windy,not humid,summer,PM,84.26,9,no tennis
not sunny,windy,not humid,fall,AM,56.66,0,no tennis
not sunny,windy,humid,fall,AM,64.54,27,no tennis
not sunny,not windy,not humid,fall,AM,72.2,16,tennis
not sunny,not windy,not humid,fall,AM,63.29,22,no tennis
sunny,not windy,humid,fall,PM,56.56,12,no tennis
not sunny,windy,not humid,fall,AM,72.31,29,tennis
not sunny,windy,not humid,fall,PM,78.76,19,no tennis
not sunny,not windy,humid,summer,AM,86.9,15,tennis
not sunny,not windy,humid,summer,PM,98.94,17,no tennis
sunny,windy,not humid,fall,PM,76.58,15,no tennis
sunny,windy,humid,summer,AM,66.57,20,tennis
sunny,not windy,not humid,summer,AM,83.49,4,tennis
sunny,not windy,not humid,summer,AM,60.86,16,no tennis
sunny,windy,humid,fall,PM,86.49,22,no tennis
not sunny,windy,not humid,fall,AM,88.07,23,no tennis
sunny,not windy,humid,fall,PM,68.98,16,no tennis
not sunny,not windy,not humid,summer,PM,95.04,28,no tennis
sunny,not windy,humid,fall,PM,90.73,3,tennis
sunny,not windy,humid,fall,PM,81.27,29,tennis
not sunny,not windy,not humid,fall,PM,90.55,20,no tennis
not sunny,not windy,not humid,summer,PM,53.5,10,no tennis
sunny,windy,not humid,fall,AM,70.06,19,no tennis
not sunny,not windy,humid,fall,PM,82.97,9,no tennis
sunny,windy,humid,summer,AM,91.53,0,tennis
not sunny,windy,humid,summer,PM,65.62,11,tennis
sunny,not windy,not humid,summer,AM,93.53,16,no tennis
sunny,not windy,not humid,summer,AM,75.68,9,tennis
sunny,windy,humid,summer,AM,50.15,27,tennis
sunny,not windy,humid,fall,PM,56.72,23,no tennis
not sunny,not windy,humid,fall,PM,75.14,10,tennis
sunny,windy,not humid,summer,PM,89.47,27,no tennis
sunny,windy,humid,summer,PM,63.49,9,tennis
sunny,windy,not humid,fall,AM,66.13,15,tennis
sunny,windy,humid,summer,AM,74.0,18,tennis
sunny,windy,not humid,fall,PM,59.81,28,tennis
not sunny,not windy,not humid,fall,AM,59.12,3,tennis
not sunny,windy,not humid,summer,PM,67.3,9,tennis
sunny,not windy,humid,fall,AM,65.81,10,no tennis
sunny,not windy,not humid,fall,PM,63.5,10,tennis
not sunny,windy,humid,summer,PM,55.62,8,tennis
sunny,windy,not humid,summer,AM,72.67,18,tennis
not sunny,not windy,not humid,fall,PM,51.14,4,tennis
sunny,windy,not humid,fall,PM,68.61,25,tennis
sunny,windy,humid,fall,PM,88.91,22,tennis
not sunny,not windy,not humid,fall,PM,55.26,9,no tennis
not sunny,windy,not humid,fall,PM,80.08,27,tennis
not sunny,not windy,humid,fall,PM,90.28,29,tennis
not sunny,not windy,not humid,summer,AM,78.93,12,no tennis
sunny,not windy,not humid,fall,PM,98.15,26,tennis
sunny,not windy,humid,fall,AM,95.54,18,no tennis
sunny,not windy,not humid,fall,PM,69.54,1,tennis
not sunny,windy,not humid,summer,PM,98.17,8,tennis
sunny,windy,not humid,summer,PM,72.31,15,tennis
sunny,not windy,not humid,summer,AM,63.45,21,no tennis
not sunny,windy,not humid,summer,PM,81.74,2,no tennis
sunny,not windy,humid,fall,PM,78.04,4,no tennis
sunny,not windy,humid,fall,AM,65.07,26,no tennis
sunny,not windy,not humid,summer,PM,50.09,24,tennis
not sunny,windy,humid,summer,AM,91.12,15,no tennis
not sunny,not windy,not humid,fall,PM,67.94,8,no tennis
not sunny,windy,not humid,summer,AM,71.65,25,no tennis
sunny,windy,humid,summer,PM,83.67,14,tennis
sunny,windy,not humid,summer,AM,87.5,30,tennis
sunny,windy,not humid,fall,AM,51.45,9,tennis
sunny,windy,not humid,summer,PM,52.09,1,tennis
sunny,windy,not humid,fall,AM,61.14,11,tennis
sunny,not windy,not humid,fall,PM,93.38,29,tennis
sunny,not windy,not humid,summer,PM,64.53,26,no tennis
sunny,windy,humid,summer,AM,71.28,16,no tennis
sunny,windy,not humid,summer,PM,65.27,6,tennis
not sunny,windy,humid,fall,AM,56.38,7,tennis
sunny,not windy,humid,fall,PM,81.05,13,no tennis
not sunny,windy,not humid,summer,AM,67.7,30,tennis
not sunny,not windy,humid,fall,AM,54.95,5,tennis
sunny,not windy,humid,fall,AM,74.4,16,tennis
sunny,not windy,not humid,fall,PM,74.49,22,tennis
sunny,not windy,not humid,summer,PM,56.65,18,tennis
sunny,windy,not humid,summer,AM,88.94,20,tennis
sunny,not windy,not humid,fall,PM,80.43,1,no tennis
not sunny,windy,humid,summer,PM,91.96,5,tennis
sunny,windy,not humid,summer,AM,85.59,30,no tennis
sunny,not windy,not humid,fall,PM,95.7,0,no tennis
not sunny,windy,not humid,summer,PM,97.13,26,no tennis
not sunny,not windy,not humid,summer,PM,55.92,0,tennis
not sunny,not windy,not humid,summer,PM,69.55,2,no tennis
sunny,windy,not humid,fall,AM,88.45,1,no tennis
not sunny,windy,humid,summer,PM,69.62,15,no tennis
sunny,not windy,humid,fall,AM,96.28,29,tennis
not sunny,windy,not humid,fall,AM,78.43,29,no tennis
not sunny,windy,not humid,fall,AM,77.09,3,tennis
sunny,not windy,humid,summer,AM,55.97,25,no tennis
not sunny,not windy,humid,summer,PM,96.78,6,no tennis
not sunny,not windy,humid,fall,AM,91.14,9,no tennis
not sunny,windy,humid,summer,PM,78.09,22,no tennis
not sunny,windy,humid,fall,PM,79.02,26,tennis
sunny,not windy,humid,summer,AM,88.78,28,tennis
sunny,windy,not humid,summer,AM,73.53,11,tennis
not sunny,windy,humid,summer,AM,75.14,26,tennis
sunny,not windy,not humid,summer,AM,73.22,0,no tennis
not sunny,windy,humid,summer,AM,90.67,9,no tennis
sunny,not windy,not humid,fall,AM,56.75,0,no tennis
sunny,windy,humid,summer,PM,59.49,0,tennis
not sunny,windy,humid,fall,PM,71.25,7,no tennis
not sunny,not windy,not humid,fall,PM,58.84,27,no tennis
sunny,not windy,humid,fall,PM,81.38,4,tennis
not sunny,not windy,not humid,fall,AM,90.91,16,no tennis
not sunny,windy,not humid,summer,AM,91.12,28,tennis
sunny,not windy,not humid,fall,AM,52.78,8,tennis
sunny,not windy,not humid,fall,AM,68.05,3,tennis
not sunny,not windy,not humid,fall,PM,90.9,25,no tennis
not sunny,windy,not humid,fall,PM,66.46,24,no tennis
sunny,windy,humid,fall,PM,74.79,0,no tennis
not sunny,not windy,humid,fall,AM,85.65,24,tennis
sunny,windy,humid,summer,PM,78.6,12,no tennis
sunny,not windy,humid,summer,PM,64.34,3,tennis
not sunny,windy,not humid,fall,PM,75.12,9,tennis
sunny,windy,humid,fall,PM,68.22,25,tennis
not sunny,windy,humid,summer,AM,83.31,25,no tennis
sunny,windy,humid,summer,AM,56.99,21,tennis
sunny,not windy,humid,fall,AM,75.42,19,no tennis
sunny,windy,not humid,fall,AM,77.38,13,tennis
not sunny,windy,not humid,fall,PM,91.63,3,tennis
not sunny,windy,humid,summer,PM,69.77,14,no tennis
not sunny,windy,not humid,fall,AM,53.39,5,no tennis
not sunny,not windy,humid,summer,PM,52.15,15,no tennis
sunny,not windy,humid,fall,AM,61.16,24,no tennis
sunny,not windy,not humid,summer,PM,85.17,2,no tennis
not sunny,windy,not humid,fall,PM,63.43,8,no tennis
sunny,windy,not humid,summer,PM,78.58,22,no tennis
